DATETIME,NO,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,AQI,Vehicular_Pollution,Industrial_Pollution
2013-03-01,14.690140845070422,8.56338028169014,13.253521126760564,10.154929577464788,22.295774647887324,436.61971830985914,67.02816901408451,1.4774647887323942,1027.9859154929577,-20.37605633802817,0.0,2.8056338028169012,38.859154929577464,120.1830985915493,38.59154929577465
2013-03-02,37.205357142857146,33.776785714285715,43.473214285714285,32.547042857142856,53.23199732142857,1036.5357142857142,35.349289285714285,0.33571428571428574,1026.294642857143,-16.245535714285715,0.0,1.2562499999999999,92.26785714285714,291.75442790178573,33.94816607142857
2013-03-03,60.75892857142857,77.86607142857143,109.05357142857143,43.910714285714285,71.09375,1796.205357142857,25.357142857142858,5.286607142857143,1014.3607142857143,-12.122321428571428,0.0,1.5205357142857143,151.48214285714286,513.5546875,34.63392857142857
2013-03-04,84.625,22.657190635451506,44.83653846153846,19.916184615384616,44.71268653846153,827.3365384615385,55.375,8.995192307692308,1017.7923076923076,-12.541346153846153,0.0,2.105769230769231,73.03846153846153,234.8857385242475,37.645592307692304
2013-03-05,106.6875,100.35869565217392,143.36458333333334,63.442708333333336,85.50260416666667,1723.2291666666667,88.27083333333333,6.072916666666667,1011.2885416666667,-8.25,0.0,1.1125,168.32291666666666,513.1137624547101,75.85677083333333
2013-03-06,130.56363636363636,171.8181818181818,194.01818181818183,71.7961890909091,103.34506363636363,1929.7818181818182,52.89090909090909,5.141818181818182,1007.6345454545454,-5.301818181818183,0.0,1.12,224.07272727272726,599.7408113636363,62.34354909090909
2013-03-07,154.0,211.14814814814815,236.59259259259258,59.98148148148148,107.5925925925926,3090.425925925926,56.94444444444444,6.981481481481482,1003.074074074074,-3.096296296296296,0.0,1.151851851851852,262.64814814814815,911.4398148148148,58.46296296296296
2013-03-08,183.53521126760563,147.50704225352112,177.01408450704224,49.18670422535211,84.51572535211268,1835.718309859155,96.33802816901408,9.352112676056338,999.4126760563381,-2.1901408450704225,0.0,2.011267605633803,212.28169014084506,561.1887904929578,72.7623661971831
2013-03-09,203.88732394366198,56.793213828425095,108.83162612035852,34.54225352112676,55.19718309859155,1261.0915492957747,95.64788732394366,5.204225352112676,1003.8704225352113,-9.646478873239436,0.0,1.9985915492957746,129.5211267605634,370.47839308578745,65.09507042253522
2013-03-10,228.67796610169492,41.92950693374422,79.46571648690293,26.137435519528374,52.71075902726603,862.5106853352985,84.54237288135593,5.2788135593220336,1020.4271186440677,-13.940677966101696,0.0,2.1466101694915256,109.30508474576271,259.1541669458029,55.339904200442156
2013-03-11,250.61904761904762,114.69047619047619,151.79761904761904,62.035714285714285,81.38095238095238,1499.7083333333333,82.80952380952381,4.483333333333333,1014.8595238095238,-7.708333333333333,0.0,1.319047619047619,182.82142857142858,461.89434523809524,72.42261904761905
2013-03-12,276.5378151260504,120.76470588235294,119.49579831932773,30.04201680672269,84.89915966386555,1614.126050420168,41.96638655462185,4.927731092436974,1008.7680672268907,0.5789915966386555,0.11008403361344538,1.242016806722689,184.05882352941177,484.82142857142856,36.00420168067227
2013-03-13,300.79245283018867,18.952830188679247,24.867924528301888,13.584905660377359,37.10377358490566,528.3018867924528,75.97169811320755,4.008490566037736,1022.4292452830189,-11.293396226415094,0.0,2.139622641509434,62.16981132075472,152.3066037735849,44.778301886792455
2013-03-14,324.15315315315314,97.44144144144144,109.09909909909909,42.414414414414416,75.37837837837837,1484.0720720720722,77.91891891891892,3.0342342342342343,1021.590990990991,-4.382882882882883,0.0,1.5774774774774774,172.55855855855856,441.4977477477477,60.166666666666664
2013-03-15,347.9504950495049,206.11881188118812,219.66336633663366,61.0990099009901,106.41584158415841,2229.361386138614,54.83168316831683,5.0514851485148515,1014.8990099009901,-1.4782178217821784,0.0,1.0821782178217823,258.48514851485146,690.3898514851485,57.96534653465346
2013-03-16,373.0701754385965,231.24561403508773,222.359649122807,59.91228070175438,94.43859649122807,2237.8859649122805,82.86842105263158,9.367543859649123,1016.6587719298246,-0.0368421052631579,0.0,1.7359649122807017,281.5701754385965,696.4824561403509,71.39035087719299
2013-03-17,392.375,218.77777777777777,228.19444444444446,58.541666666666664,94.97222222222223,2164.000251004016,106.0,8.220833333333333,1005.0527777777778,1.7555555555555555,0.0,0.9833333333333333,268.75,676.4861738621152,82.27083333333333
2013-03-18,422.5903614457831,24.46987951807229,55.506024096385545,8.337349397590362,27.10843373493976,842.844897662941,86.3855421686747,7.732530120481927,1002.189156626506,-10.960240963855423,0.0012048192771084338,3.4493975903614458,72.36144578313252,237.48230875308462,47.36144578313253
2013-03-19,443.9107142857143,32.473214285714285,32.651785714285715,7.303571428571429,39.767857142857146,900.0986445783132,34.05357142857143,1.8178571428571428,1008.5446428571429,-1.4848214285714287,0.21160714285714285,2.0348214285714286,93.89285714285714,251.2478754302926,20.678571428571427
2013-03-20,469.05454545454546,48.654545454545456,46.663636363636364,8.763636363636364,40.19090909090909,940.76856516977,43.21818181818182,1.4281818181818182,1017.0381818181818,-3.7336363636363634,0.11,1.8409090909090908,119.72727272727273,269.0694140197152,25.990909090909092
2013-03-21,492.5,136.075,143.89166666666668,22.25,72.54166666666667,1415.65,24.629166666666666,3.7441666666666666,1004.815,-2.4741666666666666,0.0,1.5025000000000002,198.55,442.0395833333333,23.439583333333335
2013-03-22,516.4957983193277,76.0,117.32773109243698,20.22689075630252,47.90756302521008,824.7647058823529,55.794117647058826,6.336974789915967,1011.5571428571429,-6.354621848739496,0.0,2.4756302521008404,149.6890756302521,266.5,38.010504201680675
2013-03-23,539.7592592592592,47.675925925925924,71.95370370370371,23.564814814814813,45.74691358024692,1041.5740740740741,35.56147222222222,4.097222222222222,1008.4138888888889,-6.8805555555555555,0.0,2.274074074074074,121.52777777777777,301.73765432098764,29.56314351851852
2013-03-24,565.2448979591836,19.622448979591837,33.683673469387756,9.112244897959183,27.9047619047619,402.55102040816325,64.28264285714285,4.492857142857143,1016.2897959183673,-13.670408163265307,0.0,2.075510204081633,60.54081632653061,120.94047619047619,36.69744387755102
2013-03-25,589.0446428571429,100.60714285714286,129.11607142857142,40.32503571428572,62.66829107142858,1221.8030462184875,39.91376026785714,5.317857142857143,1014.9955357142857,-6.8812500000000005,0.0,1.7901785714285714,173.76785714285714,378.5486378939076,40.11939799107143
2013-03-26,611.9459459459459,179.05405405405406,213.3108108108108,49.510510510510514,69.29129129129129,1739.3445945945946,23.026317117117117,6.781081081081082,1007.7513513513513,-2.111711711711712,0.0,1.5045045045045045,232.6936936936937,550.2501876876877,36.268413813813815
2013-03-27,636.3274336283185,96.65486725663717,127.65929203539822,15.008849557522124,39.92035398230089,1072.9203539823009,49.96767256637168,10.434513274336283,1005.1902654867257,-4.723008849557522,0.0,2.5433628318584067,146.23893805309734,334.2887168141593,32.4882610619469
2013-03-28,660.9736842105264,26.04385964912281,50.219298245614034,7.87719298245614,30.482456140350877,601.7456140350877,72.3157894736842,7.828070175438596,1015.1385964912281,-12.442982456140351,0.0,2.1798245614035086,68.49122807017544,177.12280701754386,40.09649122807018
2013-03-29,684.5,70.69166666666666,111.575,29.366666666666667,61.13333333333333,1347.3416666666667,36.119315,5.7941666666666665,1016.1416666666667,-7.055833333333334,0.0,1.7691666666666668,149.05833333333334,397.68541666666664,32.74299083333333
2013-03-30,708.5,75.0,108.78333333333333,51.68333333333333,51.13333333333333,1598.9583333333333,52.188388333333336,6.174166666666666,1016.6441666666667,-4.028333333333333,0.0,2.0008333333333335,157.71666666666667,458.46875,51.93586083333333
2013-03-31,732.5,164.525,184.79166666666666,18.75,61.56666666666667,1310.6583333333333,16.416666666666668,5.3358333333333325,1013.0008333333334,2.0683333333333334,0.0,1.4875,223.325,430.3854166666667,17.583333333333332
2013-04-01,756.1203703703703,114.73148148148148,129.21296296296296,25.194444444444443,45.7037037037037,1527.5925925925926,50.77764444444444,10.079629629629629,1011.2935185185185,-4.139814814814815,0.0,2.4879629629629627,166.61111111111111,454.31018518518516,37.986044444444445
2013-04-02,780.7179487179487,94.16239316239316,128.47863247863248,31.726495726495727,56.256410256410255,1248.542735042735,65.38839145299146,10.340170940170939,1011.1452991452992,-3.5213675213675213,0.0,1.7735042735042734,153.84615384615384,381.8600427350427,48.55744358974359
2013-04-03,804.4273504273505,115.02564102564102,180.51282051282053,33.717948717948715,68.24786324786325,1386.1324786324785,65.57842564102565,11.612820512820512,1006.5564102564103,-1.452991452991453,0.0,2.1,181.51282051282053,437.47970085470087,49.64818717948718
2013-04-04,828.1785714285714,61.723214285714285,91.99107142857143,44.11607142857143,62.80357142857143,1953.7723214285713,34.29520178571429,7.941071428571428,1008.8160714285714,-0.8571428571428571,0.27232142857142855,1.5258928571428572,143.47321428571428,542.5725446428571,39.20563660714286
2013-04-05,851.9245283018868,55.84905660377358,48.471698113207545,10.320754716981131,35.423349056603776,1194.632075471698,45.470256603773585,8.299999999999999,1012.9254716981133,-0.8669811320754717,0.07735849056603773,2.3952830188679246,116.73584905660377,333.59404481132077,27.89550566037736
2013-04-06,877.4835164835165,15.912087912087912,29.802197802197803,6.021978021978022,37.17925824175824,468.68131868131866,61.38461538461539,8.486813186813187,1010.4318681318682,-8.361538461538462,0.0,1.9461538461538461,60.714285714285715,137.89371565934067,33.7032967032967
2013-04-07,900.6578947368421,77.3859649122807,115.94736842105263,35.50877192982456,66.54002192982456,1251.1842105263158,45.95614035087719,8.884210526315789,1002.0771929824562,-2.1543859649122807,0.0017543859649122807,2.017543859649123,159.85087719298247,377.76439144736844,40.73245614035088
2013-04-08,923.7088607594936,25.037974683544302,104.86075949367088,4.8734177215189876,22.20886075949367,422.1518987341772,75.81789620253164,8.489873417721519,1006.3189873417721,-11.164556962025317,0.0,4.069620253164557,95.34177215189874,143.56487341772151,40.345656962025316
2013-04-09,948.5188679245283,11.88679245283019,27.943396226415093,3.69811320754717,12.632352941176471,393.39622641509436,90.17924528301887,8.11320754716981,1014.1367924528302,-10.332075471698113,0.0,3.5716981132075474,48.528301886792455,111.46469200887903,46.93867924528302
2013-04-10,973.1052631578947,13.294736842105262,26.4,4.1006989473684206,26.05350842105263,468.79699248120295,71.86502105263158,7.957894736842105,1013.877894736842,-10.242105263157894,0.0,2.776842105263158,53.084210526315786,133.63630943609024,37.98286
2013-04-11,996.3684210526316,17.026315789473685,42.26754385964912,6.641543859649122,47.43315350877193,668.4258723732408,60.044592105263156,9.898245614035089,1012.409649122807,-10.635087719298246,0.0,2.2140350877192985,64.40350877192982,193.7882213827839,33.34306798245614
2013-04-12,1020.5689655172414,52.23275862068966,103.75,19.369386206896554,67.38548534482759,966.3362068965517,41.74111034482758,14.123275862068965,1006.5956896551725,-4.728448275862069,0.0,1.6422413793103448,131.04310344827587,297.42611271551726,30.55524827586207
